fpr tpr threshold Method Boundary
0.07763413198456474 0.06333853354134165 0.1717720630688457 Bayes 8
0.07763413198456474 0.06365054602184088 0.1717646464907654 Bayes 8
0.07765593320107261 0.06365054602184088 0.1717637902342548 Bayes 8
0.07765593320107261 0.06396255850234009 0.1717433241952696 Bayes 8
0.07769953563408838 0.06396255850234009 0.1717277795092257 Bayes 8
0.07769953563408838 0.06427457098283931 0.1716901644785994 Bayes 8
0.07789574658265931 0.06427457098283931 0.171493879185256 Bayes 8
0.07789574658265931 0.06458658346333854 0.1714901081857191 Bayes 8
0.07824456604678541 0.06458658346333854 0.1712787949409433 Bayes 8
0.07824456604678541 0.06489859594383775 0.1712455372993362 Bayes 8
0.07892040375852973 0.06489859594383775 0.170993951550436 Bayes 8
0.07892040375852973 0.06521060842433697 0.1709924133539604 Bayes 8
0.07902940984106913 0.06521060842433697 0.1709211750301023 Bayes 8
0.07902940984106913 0.0655226209048362 0.1709181904163923 Bayes 8
0.07922562078964006 0.0655226209048362 0.1707477644525005 Bayes 8
0.07922562078964006 0.06583463338533542 0.1707324689762295 Bayes 8
0.07953083782075039 0.06583463338533542 0.1705693370767521 Bayes 8
0.07953083782075039 0.06614664586583463 0.1705520358437483 Bayes 8
0.0797488499858292 0.06614664586583463 0.1704766866888284 Bayes 8
0.0797488499858292 0.06645865834633385 0.1704262062963038 Bayes 8
0.07983605485186074 0.06645865834633385 0.1703833934543627 Bayes 8
0.07983605485186074 0.06739469578783151 0.1703323915493774 Bayes 8
0.07990145850138437 0.06739469578783151 0.1703151852693576 Bayes 8
0.07990145850138437 0.06770670826833074 0.1702994936634084 Bayes 8
0.07992325971789226 0.06770670826833074 0.1702637413118559 Bayes 8
0.07992325971789226 0.06801872074882995 0.1702374714235026 Bayes 8
